File,Channel,Flags,Connectivity,Maximum Island Area,Maximum Void Area,Average Island Area Change,Average Void Area Change,Initial Maximum Island Area,Initial 2nd Maximum Island Area,Max Kurtosis,Max Median Skewness,Max Mode Skewness,Kurtosis Change,Median Skewness Change,Mode Skewness Change,Mean Speed,Speed Change,Mean Direction,Mean Direction Standard Deviation
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-17.tif,0,0,0.11278195488721804,0.24250714677318294,0.6452170465225564,1.2020336751222866,0.9789072698878816,0.14196722274436088,0.0319499921679198,36.50816158061934,1.3044444416796994,0.7169351363750023,20.12494786451359,-0.8540326772636648,-0.3918652224504549,4.1523256,-1.1119373,-0.4156947,1.84765
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-5.tif,0,0,0.015037593984962405,0.2549469376566416,0.7092359805764411,1.441314355058415,0.8473876354275709,0.14835722117794486,0.04285518483709273,9.5809483752312,1.123653696108519,0.5211955032128466,-0.993962673915008,-0.7821003587283499,-0.3737388130788152,4.1519823,-1.7886822,-0.17710079,1.7635322
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-4.tif,0,0,0.3533834586466165,0.23325305451127823,0.6651678023182958,1.8069879500244677,0.914394434659787,0.09750352443609023,0.050516917293233085,13.557656175190955,1.2078590427514984,0.682684093937719,-3.5955622250003874,-0.8561084583525955,-0.5104083590418653,4.1467834,-1.7745297,-0.090094924,1.7211555
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-16.tif,0,0,0.38345864661654133,0.20294192512531328,0.6302798010651629,1.5980032707322218,0.9892361886513703,0.07423245614035087,0.05030740914786968,39.81739785709326,1.3162234728084365,0.745003323437253,25.287667407118697,-0.8633853056309385,-0.563643638639598,4.465318,-1.1366386,-0.42734057,1.6943156
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-12.tif,0,0,0.12030075187969924,0.22745339912280702,0.6594963972431078,0.9571362419719488,1.1075034868698008,0.16457452224310778,0.04465068922305764,187.67936904374983,1.3920607515646577,0.6538241379412253,168.12608629578372,-0.9065125044223641,-0.4144945041344168,4.3967037,-3.0745244,-0.21945927,1.8476714
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-1.tif,0,0,0.39849624060150374,0.29655584273182956,0.6520113760964912,2.8936679283162756,0.8563892231311561,0.07360882675438596,0.05583294172932331,4.165555091966314,1.1911974244478742,0.6618093861670249,-0.3339254771364799,-0.9496792686381752,-0.592190265563294,4.140868,-3.9069772,-0.35494724,1.8184211
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-13.tif,0,0,0.15789473684210525,0.2185013314536341,0.6922912750626566,2.58792540356587,0.8828950370517248,0.058958920739348365,0.03800712719298246,156.4557346682483,1.2764326348613033,0.6052873111578821,135.39922663873685,-0.8163099549505136,-0.397037108330767,4.3463535,-4.892578,-0.05263621,1.8429959
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-39.tif,0,0,0.23308270676691728,0.19944636983082706,0.7155980772243108,0.8675473110193168,0.9016408025985598,0.11346334586466164,0.035171914160401004,15.329042435200043,1.2111589644814555,0.5264623110442538,-0.4015116659975142,-0.846817287372351,-0.33551933015021385,4.6224575,-1.9674523,0.2442929,1.8218014
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-11.tif,0,0,0.13533834586466165,0.20876654526942356,0.685421561716792,1.8991808002522708,1.0077269216833002,0.07581845238095238,0.03784656954887218,29.987827224105548,1.2539546658449992,0.5633724375047987,12.45511316275101,-0.761270182217366,-0.24476667843486904,4.1751995,-1.8498607,-0.0003365646,1.7841817
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-3.tif,0,0,0.3458646616541353,0.22658159069548875,0.6648726307957393,1.4691882915165049,0.9348554410055151,0.10524455670426065,0.03792097431077694,6.543855154689514,1.248369616215749,0.6000850042023096,0.3854164962069673,-0.8833513033978474,-0.45184629485614525,3.8515205,-2.6717749,-0.20393436,1.684654
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-2.tif,0,0,0.2706766917293233,0.30065055216165415,0.6727096060463659,2.4441892904280484,0.8651709198986304,0.09065045426065163,0.05604734492481203,11.197573212492207,1.2090283952451957,0.6384855458324946,-3.1447693067416473,-0.9451959239315347,-0.5270701846726249,3.818523,-2.9723833,-0.17103836,1.7365669
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-10.tif,0,0,0.015037593984962405,0.16421620457393485,0.6612130913220552,1.2013598163133372,0.9966600006862398,0.08090049342105263,0.04516271146616541,59.62197127890613,1.2619460120715618,0.7421017778828204,38.49844177716144,-0.7059731543827805,-0.4725057674696044,4.1116257,-1.4077194,-0.13484372,1.9205098
/Users/devoncallan/Desktop/Dataset 4/Yellow C1/Yellow C1-38.tif,0,0,0.5789473684210527,0.20197466322055138,0.6980708607456141,2.0430578106395556,0.8677078225542139,0.06188322368421053,0.030532385651629076,16.42729284600787,1.27215173034463,0.5708161609480258,6.959608319127803,-0.8254202056213054,-0.3598831241706646,4.5454197,-2.393716,0.032165624,1.7446442
